200 8000
326 3282 1
6826 7172 2
5402 7667 2
5770 6280 4
1140 7941 2
6425 6940 3
6900 2892 1
1224 4553 2
2337 3611 3
6435 5276 2
1641 6783 4
291 693 2
3170 3004 1
1614 3243 2
6487 6467 4
2873 1224 1
1421 2760 3
7621 3217 1
7397 3530 1
3926 4454 1
4790 2536 4
2075 2576 4
2156 2165 4
5442 2444 1
6736 1592 2
7653 8062 1
5083 3237 2
6769 3875 2
2384 3843 3
1533 2894 2
1303 2589 3
5192 7656 2
3787 1536 3
585 3536 2
8019 1869 1
5956 2361 1
7697 2449 2
5975 7935 4
6359 6261 2
494 862 3
2992 8084 4
8142 3179 3
1456 236 3
5175 7642 3
5421 7021 2
890 131 2
4711 7529 4
2765 6267 3
5170 6681 3
2571 1175 2
6913 5774 3
2963 4603 1
7106 7341 4
692 6649 3
7115 7999 1
4312 534 4
629 5396 2
6309 2388 2
5845 5723 1
1874 2013 3
6808 7211 2
2376 2505 1
5388 5451 4
4541 2560 2
5758 2290 3
4069 4842 3
5720 2011 4
5749 6625 4
1838 6645 1
726 2499 4
7172 3806 3
7288 1615 2
55 648 4
2037 4729 2
1492 7669 2
4498 5817 1
4645 8156 4
1739 2019 4
5791 7171 4
6593 42 1
2774 4159 3
4441 5998 4
7968 8148 4
6423 40 2
231 1375 4
5552 2113 2
5707 5553 4
2205 2546 1
1517 3082 2
7980 2212 4
5442 2019 2
2506 5635 1
257 1988 1
3121 8061 1
2187 6817 2
3535 1826 1
2345 7665 1
3572 1223 1
7699 2713 2
3471 6921 1
5478 508 4
2829 2790 1
2793 5179 3
2395 90 3
315 7309 3
5591 2925 1
4484 7281 1
3797 4817 4
2750 381 2
7274 2100 1
2897 1310 3
4945 1562 3
8143 7527 3
838 1401 3
2040 7952 4
4819 710 4
1049 1732 3
6803 4549 2
1821 79 1
2909 4748 1
7095 5940 3
7816 4789 1
4958 549 3
2101 3345 1
696 3932 3
5845 168 2
3832 3693 3
2738 6118 4
3918 1737 4
1138 2118 3
2315 1578 1
414 4995 2
2423 6871 3
1122 37 2
3059 7520 2
199 1309 1
297 747 3
4201 3975 2
5080 3146 1
6100 2110 3
1275 2689 2
3811 6129 2
5107 5997 2
7234 3935 2
5417 6732 4
237 4866 4
4359 7181 4
3119 6171 1
4108 2883 3
7619 2799 1
6339 1280 2
165 7461 1
6139 2394 1
2441 6574 1
8089 6534 2
49 4797 4
7882 6881 4
1224 5703 4
1449 2316 3
907 6454 2
5635 2658 1
2594 6166 1
6879 2705 3
1020 3676 4
2043 5995 2
7958 217 1
1616 6482 3
7602 1029 3
3856 6916 3
3818 6229 3
3300 112 2
6089 7174 2
6597 6154 1
5368 6652 1
1422 4249 3
728 7534 1
225 4721 4
7339 2910 1
4544 951 4
1565 4437 2
7128 6807 1
2009 3791 2
6960 5460 2
1364 2877 3
4575 6477 2
7069 7636 4
4494 7060 3
7389 3654 2
3539 4366 2
2287 4539 4
1914 5590 1
3290 656 2
7249 5291 3
2328 3647 3
6194 6270 2
5554 2671 3
2514 1216 1
4605 4365 3
2617 613 3
3517 317 4
4990 2228 3
3203 1241 3
1695 7765 3
6677 3178 1
8089 2863 4
7793 4196 1
2214 8004 3
3225 7647 1
754 5902 4
2292 3149 1
7483 6208 4
3231 6730 2
6365 7733 2
4162 937 1
5025 3521 1
4890 4394 1
3257 5505 1
4282 4922 4
1270 1170 1
4188 1866 3
3679 5513 4
7943 7292 1
2374 1852 4
368 2685 3
284 2655 1
7205 2935 1
5914 7742 1
6547 2496 2
2974 3189 2
2716 7022 2
576 6288 1
7861 5588 3
5687 3737 2
5622 6113 2
5045 1927 1
4662 2275 4
2016 106 2
7322 5777 4
597 1414 2
2 4800 4
1925 2295 3
7809 6396 2
709 1995 2
5582 7212 2
7731 6701 3
3621 1697 1
4356 424 2
304 2675 2
7875 123 2
5932 639 4
3111 4096 1
7275 3634 4
7117 7512 2
674 190 4
6786 6876 2
375 1081 3
3615 3983 4
5699 328 4
5583 1671 4
215 4358 2
7632 4517 2
3875 3032 2
4622 2280 3
1168 7790 4
1784 7545 4
4975 1743 4
5960 4217 4
4080 408 3
5808 2305 3
2019 3309 4
7202 2690 3
1542 2195 1
6434 6537 2
6790 3560 4
8153 6982 4
1339 6817 2
72 6283 3
4732 5031 3
5223 974 1
129 3845 3
2768 5018 3
2873 5738 4
5261 7430 3
8099 7152 3
6368 3253 3
5826 3943 4
3706 63 4
7816 2649 3
2640 1855 2
1178 2668 1
7311 7223 1
7166 4572 3
1055 7856 1
5964 1062 3
4150 1267 2
3288 6416 3
7751 3461 3
3199 2626 1
821 7913 1
4839 2513 4
7793 5231 4
1637 2257 4
1717 5314 4
3849 3457 2
6672 7599 3
8093 6851 1
40 513 3
6236 7771 3
1993 4097 3
4366 3256 4
1001 6439 1
7088 8118 4
1253 6585 1
6379 7439 2
7563 6047 1
959 6665 2
5670 7083 1
6439 5952 4
4851 4262 1
3371 5195 4
1141 1489 3
1308 7370 3
7172 2049 4
6374 6967 4
3361 5704 4
6485 271 4
3276 1974 4
123 422 3
2731 2875 1
2934 7063 1
464 7710 3
1881 4073 1
5945 3208 1
2157 2111 4
2609 5475 4
8028 7381 4
7182 2658 2
5339 14 1
3041 2633 4
1416 2793 1
4554 3552 3
2843 4804 2
223 5873 3
7236 7349 3
6106 6063 1
4263 762 3
7671 6181 4
537 6198 4
1822 4675 4
3247 4928 3
6667 589 1
7586 7444 3
7273 6138 1
5095 5276 3
1706 2734 3
3640 3528 4
3299 2180 1
7421 3522 2
480 4340 2
7502 1795 1
4897 38 2
3983 3401 2
2814 5169 3
2455 2541 1
574 100 1
4981 3590 2
5261 1678 2
4975 2693 1
3987 3702 1
3453 7524 4
3227 5529 3
7397 674 1
835 865 4
92 756 2
4983 778 4
5816 7420 2
4233 2750 4
2354 1957 3
1274 2316 3
32 4285 1
1522 6286 2
865 3529 2
2611 965 1
6065 6543 1
4463 6654 3
2823 966 1
2336 2358 2
1447 3945 2
78 5135 1
5591 1470 2
617 4387 1
1617 2230 1
4202 442 4
4587 6578 4
6020 5253 1
1877 3212 1
5237 3571 1
780 6959 4
3727 4677 2
7410 2163 4
5238 5559 2
7436 7712 3
6424 5342 4
1426 5292 1
7624 7039 2
7212 4921 3
6149 1191 1
6642 2007 1
5569 1364 3
260 1276 1
1622 1992 2
5423 1682 3
7109 1966 2
1730 153 1
2094 889 4
4270 6802 2
799 6183 4
4512 7978 2
3980 4977 4
7905 1260 1
7371 4715 1
3839 1618 4
1016 1446 1
203 5815 2
3859 4993 2
3157 1791 1
7591 5897 1
912 7741 2
3058 2312 3
3899 266 2
6488 6572 1
330 7511 3
5093 1288 3
6345 3211 4
5768 7310 1
2489 4652 2
5593 1189 3
3934 3672 4
1680 4664 3
1485 5838 3
137 832 3
1767 2439 2
651 7889 3
7169 3341 2
1836 6746 3
7065 4924 4
2942 405 3
7769 5021 4
5386 4678 1
3472 7857 1
723 384 4
1985 7274 3
4523 5435 2
6976 1573 4
353 8123 2
974 5506 4
6549 1967 4
1323 6521 1
5577 1677 3
1094 2942 4
7838 5505 3
2394 3651 4
591 537 1
2225 5155 1
1116 6282 2
1999 779 2
1601 7889 4
7065 4078 2
2467 5662 2
4869 6552 1
1473 6513 2
712 374 1
2175 7174 2
854 2062 4
5102 4867 2
2188 2095 1
2451 2362 2
3833 4132 4
4413 965 4
5625 4365 4
5695 7662 1
3022 843 4
1207 2809 1
3695 5737 2
6890 7220 3
6783 2469 2
7538 956 1
4673 5295 2
5973 1680 4
3053 128 4
6085 3062 4
1084 7993 3
2007 6100 3
3104 3961 1
5036 4062 2
4256 5699 2
2828 2163 1
3383 3130 3
1916 2575 1
2792 1839 1
7643 301 1
7261 117 1
7293 7899 1
6383 8141 4
2607 3104 3
1687 7158 4
3591 6590 4
3970 1885 1
4942 6789 1
3258 7571 2
770 7948 3
2843 4228 1
4889 3534 4
5906 843 2
641 7534 3
3649 3529 3
5156 4612 4
5535 518 4
7200 1290 4
5498 530 4
5935 2183 1
3998 2942 4
4701 3710 2
3921 1928 2
7955 1608 1
1546 3080 1
2591 6367 4
4772 8152 2
292 191 2
7288 6910 1
5444 553 4
6221 3475 4
7238 6941 1
6454 8054 3
7910 7210 3
6049 4857 1
4137 7568 3
4915 8168 2
3375 2172 1
129 6951 3
4575 6940 2
7124 6257 1
2326 5566 2
5504 1806 1
4067 7797 4
617 1093 2
4801 6122 2
7093 3999 2
7266 51 3
1522 6483 4
7478 2058 2
2820 5539 4
2922 3226 1
5346 6471 3
413 2244 3
5586 1774 2
4192 785 3
4382 4957 2
4595 6849 1
2090 568 2
5461 7940 3
4749 4135 3
3002 7798 2
1412 231 1
5123 7445 3
5758 2309 4
1127 1468 2
3590 6729 2
7743 419 1
3081 5078 1
5672 4945 3
6253 1919 2
1906 2649 4
8195 6943 4
6382 5834 1
122 1336 3
3014 8078 4
2708 2906 1
4513 3873 4
4673 8164 2
7558 6473 3
7943 3072 4
7926 541 1
1167 4143 4
3000 3779 2
606 5428 4
2450 7412 3
7734 5393 4
6977 4101 3
250 2145 4
5864 4105 3
76 6560 3
5437 2940 4
6414 4677 1
482 8065 2
4524 5761 4
8019 662 4
6552 2066 1
7341 7160 1
3979 5303 3
7892 1520 4
4908 6029 4
5838 877 1
3955 1965 2
1467 4729 2
2169 623 3
1382 4721 1
4437 7284 2
1048 3901 1
2388 1184 3
7708 1062 4
7303 5595 1
5696 523 1
4385 1272 2
1406 5119 1
1631 5970 4
295 75 2
3719 2672 3
121 2389 1
3314 190 2
5011 2059 1
7230 6398 3
7036 662 4
2720 7874 4
2653 2240 4
5365 4601 4
2479 6991 3
1033 4840 2
48 59 2
8028 2562 3
3553 1816 2
2155 1972 4
845 5171 2
5531 2868 1
924 2574 4
5555 3396 3
6635 3282 4
5987 253 3
1520 6623 3
5978 4027 1
1852 3693 3
5714 6765 4
2890 4383 4
5464 1396 2
2206 2435 3
5377 7257 2
3018 6206 4
4978 4649 2
4934 2004 2
7165 3688 1
5908 918 3
6129 811 3
1160 1603 3
426 7186 3
3881 1062 2
378 170 1
6664 7438 1
2690 7720 4
1088 4122 3
3813 7556 3
8100 5188 1
382 7953 2
6845 4211 2
4279 1817 1
307 4295 1
3266 6186 2
7741 1645 4
7138 6948 3
1960 2438 4
6482 1772 1
5858 1077 4
267 7395 1
7231 58 3
7736 1655 2
5330 4460 2
8115 896 1
6331 3957 2
8199 5501 4
5951 4644 1
7694 6521 4
5711 6838 1
705 6620 3
7781 6389 3
595 3066 1
3163 8073 1
7919 6320 1
3263 4800 2
3937 4467 1
7719 8198 2
412 6536 2
5386 6811 2
7345 4737 1
5440 6902 2
3959 1024 1
4698 2074 3
1347 8138 4
6036 5784 4
5119 6223 1
2714 2663 3
1811 3818 4
2995 2544 1
4640 946 3
543 7899 4
1233 2480 2
4710 193 1
7741 790 2
6354 8136 1
6600 5253 4
5264 7022 4
2018 3577 1
4705 3027 2
5681 3742 1
4341 7788 4
2293 1253 2
6529 2273 2
2331 1227 1
521 4607 4
6051 575 2
3950 6357 1
4758 2361 2
5625 1902 3
6614 2734 2
7067 7684 1
6999 1146 2
3373 6968 2
2044 5670 2
8178 3741 1
7141 299 1
7922 5201 1
6719 7507 1
3955 2558 2
4224 864 3
687 3364 3
1704 3764 1
2888 6462 2
6374 177 2
307 4938 3
4287 4108 4
3399 3904 3
777 5554 1
5642 5159 4
761 7380 1
4694 4579 2
5845 4644 1
545 5505 2
4676 4707 2
3805 5827 3
3507 2317 1
6926 155 2
5930 1193 2
6709 2107 3
5176 3525 4
5874 2488 3
5229 7963 2
788 6959 1
2422 7325 4
5253 7840 4
7356 559 2
3142 5019 1
1958 2279 1
4923 2717 4
3556 1097 1
6408 7167 2
5211 5772 2
2542 7108 3
1820 5579 1
2751 4179 1
6140 1086 1
5073 4404 1
5450 1354 2
3179 7420 4
8068 4048 4
5611 6521 1
594 6206 1
4600 3821 3
5679 3347 3
82 1105 3
4353 7854 4
4620 2351 1
7447 6781 4
4611 57 2
3486 1134 2
7292 2530 2
1047 152 4
1821 2388 4
2180 7874 1
2085 776 1
1300 6784 1
4102 5265 3
3021 70 2
2736 8006 3
5607 6261 2
8122 2103 3
2182 2743 4
154 6578 4
865 5200 2
3619 7145 2
101 295 1
246 8026 4
5846 3584 4
6681 4304 1
31 3999 3
3427 6426 3
4076 1031 3
358 7547 3
4581 916 2
5529 1683 3
4702 2404 2
1839 5 4
1834 6949 3
1528 3648 1
2225 6328 4
5489 5917 2
7905 7871 2
932 4585 1
386 6149 1
4151 3694 3
1561 6563 1
1191 3521 2
1339 6736 1
1296 5393 4
354 6770 2
6759 7571 3
822 5606 3
6080 3922 4
7850 6655 3
5339 3019 3
7229 1703 2
7236 388 4
2205 3411 4
3008 7303 4
3354 5054 3
1491 4149 3
5321 6575 1
8009 2708 3
4551 688 3
4994 735 3
2397 2813 4
3387 1989 2
2891 5468 1
3728 5256 2
1035 7036 3
16 3081 1
6928 5903 4
2610 6907 1
7147 1962 3
6984 522 3
5812 4906 1
7868 7419 2
15 1735 2
7992 3946 1
5922 1579 2
5023 3544 1
1301 8183 3
7007 2836 4
7010 2318 2
2027 846 2
4064 3569 4
8061 4588 4
2014 87 3
3014 6966 3
7545 4027 4
5740 7568 3
7040 7978 2
696 4769 3
629 2830 3
4694 4029 4
360 699 4
5174 3750 1
1460 1151 3
2721 4667 3
6169 2389 2
6308 6064 1
4185 473 2
6160 4128 4
4578 3444 3
4873 6613 4
8186 4244 4
4343 1272 1
1503 2305 2
1967 1772 3
6353 4044 1
5595 5019 1
1955 4061 4
1525 562 1
5682 5804 2
1545 6098 2
1584 2930 2
4260 4238 2
1152 3220 2
6384 1839 4
2432 4420 2
33 5826 4
5945 7755 1
4517 7446 2
5924 4165 2
6571 6238 2
8067 3930 3
1173 5661 3
4827 4163 2
7896 5210 4
3730 5111 3
2446 8155 4
8103 5394 2
7317 7694 4
1252 3522 4
6408 6843 2
5763 2316 4
5368 758 2
8158 1488 2
2455 7684 2
3019 5488 4
5412 513 3
2768 1364 2
2220 7726 3
419 4151 1
5642 2680 3
1818 4828 4
4518 4053 1
6565 2752 2
2513 1687 2
3065 2347 2
4423 860 4
1447 5891 4
2403 3705 4
6574 6602 3
6350 4828 1
3532 415 2
3753 1999 3
4389 2900 4
1794 4254 4
1970 1741 2
2166 335 1
5529 4694 2
5201 6021 4
7063 5645 1
5805 3288 2
5378 3143 4
5297 5222 1
696 7407 4
5081 5024 3
1794 287 3
6897 6272 4
7410 2930 3
1970 4505 1
3297 6488 1
2091 4459 1
2632 2695 2
2923 1347 1
3616 6828 3
1494 452 4
5964 6248 1
1939 6434 4
847 7357 2
6243 1066 1
1334 7840 2
3070 3712 2
3331 5871 4
6223 1828 4
2467 2775 4
872 8172 1
3121 2590 1
2630 6589 1
4698 4013 4
824 7601 2
5811 6156 3
2941 7531 1
3295 579 4
6695 5194 1
465 1240 1
504 3382 1
1845 303 2
6678 5257 4
6390 5213 4
2265 7687 2
1627 6471 1
5759 6899 4
4739 4843 1
6530 4536 2
4972 4243 3
5639 934 3
3629 6390 4
4888 7815 2
5259 2428 4
3807 5643 2
1086 5513 1
5835 1100 3
1543 4298 4
3826 3741 4
911 4876 2
6720 4093 4
3158 27 4
3937 3629 2
546 3808 2
5653 6042 3
4342 7690 3
6163 2153 4
3597 7047 2
6627 6640 2
7380 615 4
6762 2671 3
3901 55 1
6246 1909 3
438 2974 3
7830 633 4
4186 6279 4
4076 6628 4
5683 3621 3
1188 7098 3
5760 375 3
6409 7222 2
5193 4192 4
5965 7829 2
387 3368 2
2865 8040 4
1924 1974 2
5051 6022 4
5642 36 2
1683 6339 2
3145 3795 1
3074 6741 2
2770 5258 4
5565 6414 3
7133 6946 4
458 1644 3
651 2457 2
1187 2970 3
276 1776 4
5816 3171 4
172 2289 4
1627 6445 1
3016 3846 1
1931 6640 4
18 425 3
507 5802 4
3234 7059 3
1808 5296 1
3117 574 4
6279 1694 1
5365 5347 3
5712 4627 4
1450 6904 2
3315 1464 3
3095 6909 3
3363 3500 2
2472 6916 3
569 3653 1
6558 6470 4
7467 7287 4
5640 7957 1
6217 1210 2
1312 927 4
3460 471 1
1238 6645 2
3404 2265 1
6933 4402 2
7894 5438 1
3572 3243 4
4318 2698 2
6663 2121 3
7243 7520 2
7007 5270 4
6267 5142 2
4850 4146 4
7463 5638 3
3489 5930 2
2720 3919 4
1863 6121 2
4278 5262 2
4522 2364 2
3295 2258 3
5417 4615 3
6807 2880 1
7148 3322 3
1300 3992 2
6017 3610 1
1254 6419 2
649 6260 4
3251 3077 3
4798 6636 1
2590 6159 2
7970 2755 4
7531 5987 2
1892 3737 4
6480 7886 3
4046 279 1
1020 5992 4
492 7534 2
1240 7125 3
2305 2877 1
3898 114 2
5146 3371 3
1677 1049 2
4277 2670 2
661 2014 3
2234 2974 1
2878 3375 1
4460 4975 2
855 3863 4
1336 6763 2
1451 1445 1
5758 861 1
6918 123 3
7829 8141 3
4742 6398 1
509 4132 1
8143 7267 1
7222 3595 1
2776 1188 2
7667 5022 2
1803 7555 3
1686 4755 2
5870 2797 4
5261 2635 3
8029 7230 4
6278 712 4
673 5126 1
2276 3602 2
962 5776 3
2563 3855 3
1323 2724 3
3647 5205 3
2928 3079 4
8009 1390 1
3444 4590 2
5477 2519 4
2136 7397 3
2809 7443 1
3193 5460 4
3497 4469 3
7766 6019 4
2438 7104 2
3343 7644 3
2956 4460 3
2163 5532 2
3150 2491 2
7290 3758 1
3742 5531 2
8036 1062 1
6143 7872 4
3394 2683 3
5461 2028 3
4232 3029 2
5006 1852 3
7124 2358 3
7578 639 1
3305 3392 3
4404 4258 4
401 7257 1
4064 4396 1
7124 3453 4
2439 5751 4
4056 4129 4
4785 4423 1
3091 1794 1
1826 5596 1
2149 2059 3
3515 1652 3
7244 5362 2
2676 88 3
3752 3700 4
5992 4151 2
7469 185 4
6978 7376 3
1122 5571 1
228 2167 2
3471 6393 3
2730 730 3
300 4169 4
458 2371 2
7164 4800 4
2920 3534 2
4455 6911 1
3090 4128 2
7177 1609 2
8140 3958 3
1601 7865 4
7633 6615 4
2265 7575 3
5729 7713 1
3458 7264 3
2971 583 3
3361 2410 1
3703 2160 4
3544 5151 3
3666 3699 4
3323 4522 3
114 3745 1
943 8063 1
7585 3467 2
6981 495 1
740 5770 3
3584 2947 4
5089 4251 3
2971 1936 3
1163 3136 1
593 883 3
3787 6181 1
5785 3182 2
143 7699 2
782 3294 2
7109 7768 1
485 6898 3
3275 1129 4
2042 1955 3
4503 599 4
1039 7754 3
6731 5098 4
5511 903 4
35 806 2
7591 5253 1
6988 4671 3
878 2913 4
337 4892 4
807 4982 1
4658 4528 1
7461 5071 2
3179 7990 1
1035 6915 3
2330 3117 1
7895 1205 1
147 7315 2
7912 645 1
1313 5328 3
1812 2499 3
473 7511 2
3452 5795 2
7155 8155 1
4626 2728 2
232 7002 4
1918 1938 3
3383 7389 3
6079 863 2
5152 5835 4
6678 5171 4
7823 7203 4
2827 442 3
1917 1829 3
4447 2284 4
6976 6265 4
7031 4507 2
7623 2812 3
5236 7785 1
1007 7102 3
2008 4117 1
5927 7840 3
3410 1745 4
4372 606 4
32 1300 3
2719 3461 3
285 4649 2
3724 5485 2
216 697 4
1675 7282 4
4471 2542 1
7055 5546 4
958 3122 3
879 1807 2
6244 2982 4
7176 4077 3
4193 5876 2
355 5042 1
1345 7445 1
465 2386 4
1232 7032 1
4687 5855 3
410 4660 1
2325 4728 4
714 3340 2
6300 6069 3
8140 1473 2
175 7393 3
3841 2019 1
7613 6777 1
3124 7787 4
1034 5421 1
5191 406 3
2164 5993 1
8092 6456 4
7341 3715 1
8042 1472 2
2308 726 3
2924 7551 2
1440 5134 4
2825 6066 2
7341 970 1
6445 4388 3
6291 6696 3
991 2454 3
1460 6518 3
1163 358 1
8126 2075 2
2976 3210 1
6358 6137 1
6175 3247 3
3766 7389 4
5611 5714 3
1580 1193 1
2616 7789 3
606 6448 2
3475 7975 4
4071 4463 4
2342 2088 4
1896 4418 4
812 5553 1
716 6724 1
4321 3492 3
7497 1305 2
7982 1182 4
1041 2984 1
1155 2651 4
4265 5375 2
2640 730 4
6390 3944 3
1107 1721 4
3948 5987 4
6543 178 4
80 4410 3
5162 2143 1
2323 4734 3
3500 1954 1
4662 705 4
770 4565 3
77 7694 1
4672 5151 4
4015 3515 1
3378 5713 2
4164 2131 2
4870 8058 1
3193 2122 1
4497 5011 2
6561 3302 1
5624 440 1
5232 4095 4
45 3732 2
2698 5715 3
2355 5589 4
6959 3935 3
7779 3272 2
328 2135 4
5802 350 3
58 5009 3
2954 5075 4
3197 3515 3
5573 7377 1
2050 286 1
6190 5296 3
198 6849 4
7731 3083 2
7088 4464 2
4367 6665 3
5747 5691 4
8161 6444 2
3787 6534 1
4632 4888 1
5361 7688 3
1681 7265 2
1277 761 4
2396 5957 1
5076 5865 3
8167 6757 1
5191 830 4
7230 756 2
4913 7770 1
6757 4556 4
4533 1263 3
183 2595 4
5177 2932 2
4172 7601 3
6566 898 3
549 3530 4
1963 2414 4
4361 1599 4
1230 4853 1
1811 3512 3
4892 5584 3
7319 7887 2
750 7190 3
6053 5513 3
7654 4411 1
2964 4533 1
957 5301 4
2998 3172 3
979 936 2
7563 6161 3
5973 22 3
1275 3311 3
2317 7363 3
4489 4334 1
5248 7323 2
492 976 1
7629 11 1
2024 1378 4
3491 3575 4
229 7738 2
7479 1891 2
1150 4976 4
5219 3851 3
6702 742 3
3062 857 4
3634 1127 1
601 1921 1
43 6346 2
3459 1381 2
7158 4023 4
5853 104 1
3164 3509 4
6842 4722 1
7626 3648 1
4523 1435 2
6565 5633 4
7425 7275 4
7484 5974 2
631 3129 4
7493 2678 1
2243 4159 2
7236 2372 1
6377 4488 3
6556 2235 4
4053 6704 3
474 565 4
5749 7562 2
6984 8131 4
910 5566 4
5541 5877 1
2987 3688 2
4673 5263 1
1525 6800 2
6810 6845 1
7605 5403 1
6541 5886 4
2964 5676 2
7747 4882 1
5255 4212 3
5267 3409 3
2206 4883 3
3007 5144 3
3523 5633 4
6972 763 1
8114 7429 1
285 5832 4
2488 1693 3
7972 4998 4
2093 1326 3
5858 5254 3
7536 6100 4
7208 6312 2
1086 6489 3
112 936 3
2130 3067 1
5457 6780 2
96 1746 1
3484 1219 1
2358 4187 2
7507 27 2
4002 1425 1
2273 5271 2
7309 7348 2
7728 3357 1
3013 3678 3
7421 6358 1
7227 1879 1
4470 718 1
7609 6500 2
4764 6815 4
1311 7420 1
311 3710 2
7277 1855 1
3144 8050 3
3538 7876 1
1558 6117 1
2537 1764 4
1998 2493 3
7923 3387 4
4472 3501 3
4587 632 1
6502 785 4
3958 7849 4
3321 5170 2
1059 4994 4
6687 5543 3
503 8128 4
7452 580 1
5536 2215 3
4905 6069 1
896 3111 4
3010 167 3
1866 7353 3
783 543 2
3785 7930 1
3117 3349 1
5842 2154 4
4912 4629 3
2415 1525 1
6285 639 2
2077 4912 4
5655 7476 1
2135 1608 4
6926 5652 4
287 6989 2
4216 6635 4
5425 5177 2
2378 3444 2
7312 6664 4
5831 552 4
4801 1153 2
2629 429 4
4955 4199 2
2254 3393 1
2028 6843 2
5061 3272 4
1830 5743 1
1325 1786 2
5957 2729 3
1136 3080 3
4578 2771 2
3591 2855 1
4362 2940 3
1823 4976 1
7448 6282 4
302 34 4
4751 1828 1
6265 7203 2
2049 6500 1
4862 3949 1
3093 6266 3
315 6072 1
6056 6996 2
3765 1859 4
5324 7007 2
5429 7219 2
7507 1125 4
6749 3941 2
3062 243 3
981 4716 3
7644 4648 3
3949 7053 3
5027 2385 1
5236 1529 2
7229 2336 2
5494 823 4
2033 5356 1
4026 3868 4
7743 3662 2
3732 5984 3
6245 2691 3
8105 7708 3
4040 6419 2
2187 2852 4
830 4120 2
4473 6253 1
4010 5704 2
6920 105 1
5308 1710 2
2133 2078 2
7199 3747 1
7535 4987 3
7768 7589 3
2744 6295 2
216 1963 3
3680 2546 2
3454 3129 4
4485 3099 3
549 5075 1
930 1108 1
5049 3855 1
4682 4293 4
1730 3345 3
3983 4891 3
1815 3357 2
969 5809 4
6057 7969 1
6681 1684 1
6580 6243 2
347 7902 2
228 996 1
8032 4324 2
4217 3165 3
1345 1875 3
2566 1649 1
5910 6516 1
6138 1672 4
6954 1282 1
6423 6610 3
686 4649 3
916 6562 3
584 7592 3
6230 642 3
7108 1495 4
5780 3128 1
5873 2332 2
2754 5816 2
1411 5017 1
952 4378 1
6400 7012 4
4058 6907 1
1166 1689 3
276 2870 2
768 1556 4
7089 7166 2
6235 8035 4
8063 6801 1
7823 8010 4
1108 6463 4
3843 7630 3
7466 2255 1
7364 2864 1
3313 6425 2
1164 4844 3
4261 4672 1
2542 5533 1
1504 8107 1
2143 1401 3
7613 4682 4
4439 3269 3
658 7210 4
17 6542 1
7379 381 4
4787 4045 2
4163 3331 4
47 8113 4
7360 8012 1
7385 8091 2
8012 3533 4
272 4784 1
4338 7728 1
443 870 1
5549 4459 1
7736 896 2
7041 6662 2
1100 173 2
4873 10 1
6448 3937 2
1076 2439 2
2115 7646 4
4766 6147 4
6768 7998 3
2508 4751 2
6092 6184 3
6676 3396 3
5980 4047 1
6045 4431 2
7772 3294 3
4528 3809 4
2818 6064 4
127 1089 3
2182 3943 4
7670 335 3
4791 1286 2
5267 2547 3
665 4924 1
6363 1535 3
1934 7272 3
6820 2592 1
8073 2426 4
6477 4085 4
1996 1416 2
6828 4647 1
2641 5883 1
7788 3586 4
267 419 1
2647 2110 4
6904 3830 2
5632 550 1
6194 984 2
6613 1309 3
8053 7074 4
5061 6668 1
1612 6751 1
2230 159 2
2415 6869 4
5645 6017 4
6692 8117 1
2020 4394 4
3224 134 3
7125 3160 2
1456 251 2
90 4461 4
5024 4907 3
81 828 4
1722 4155 1
7761 5538 3
1675 6689 2
555 7866 1
6014 7074 1
7332 3807 3
6078 4129 2
6108 3345 4
5773 1444 3
4465 1422 1
2264 5190 1
5728 7931 2
3897 1339 4
1769 3382 2
235 3931 4
5748 1705 3
6566 3050 1
5887 6204 3
352 5987 1
1252 5406 2
5314 5020 2
969 6857 1
5529 5920 3
3361 405 2
7042 6082 2
1770 2396 4
6151 1895 3
1763 5638 1
930 955 4
5875 1219 2
1197 7157 3
2946 7266 4
881 8178 1
4611 1057 1
2801 6753 3
8035 3670 4
4793 7453 2
4667 2597 4
6560 1784 3
4936 4846 2
7275 1344 2
1923 4575 1
1769 5372 1
3593 2671 2
2035 2897 2
193 2421 4
8029 3137 4
3303 4057 2
8006 2711 3
5134 4904 1
994 506 1
8107 3812 3
6372 4570 2
7364 5771 3
5386 2626 1
4076 5875 1
3475 2316 4
7774 1685 4
2876 5163 1
7802 3324 3
1261 6051 4
4910 7899 4
2123 1583 2
7115 7179 3
3309 2030 4
5320 3426 1
1314 7527 2
2657 8043 4
2731 3424 3
5390 590 3
2364 324 1
4752 3444 1
662 5792 1
6745 7796 2
1559 3317 1
1947 5447 1
2560 3540 2
3288 6286 4
7866 451 4
754 5201 1
6385 1908 3
4607 2979 1
3385 1116 4
8162 3581 1
3683 1544 4
7035 7590 1
4681 804 2
7780 6356 3
3847 7400 1
3021 5241 3
7372 2315 2
6402 4272 3
5313 4175 4
6474 3058 3
6990 1879 4
4480 4093 2
912 2237 1
2677 2663 1
5667 2804 2
2341 6789 1
6007 3969 2
5395 6628 1
3161 2408 3
3951 4027 2
7699 8014 1
481 3807 3
5092 816 3
7733 7567 3
3098 2843 1
3038 7301 3
4714 4464 4
2787 4099 2
6279 7283 4
5951 6074 4
4117 594 2
6602 1353 1
1842 534 3
7499 6537 4
7099 3498 2
6337 6942 4
3708 2772 3
3524 4391 1
1447 7536 3
6493 6601 4
1486 2417 3
6539 4063 2
