500 2000
87 87 189
15 37 171
47 87 106
84 9 152
78 14 163
28 29 180
8 40 121
25 17 166
80 47 145
59 30 164
47 98 156
92 48 138
8 1 115
51 53 124
94 63 149
41 91 125
13 21 140
84 0 163
69 14 158
73 5 120
34 8 164
26 11 111
32 89 112
77 90 191
61 27 116
29 1 123
11 43 117
98 54 177
6 84 119
30 100 171
2 36 189
100 63 156
14 100 119
41 54 188
67 28 101
45 14 128
66 82 165
51 23 150
42 43 154
45 91 162
36 31 116
15 69 108
10 70 197
86 59 182
31 38 130
63 40 159
34 87 126
17 25 182
31 32 149
35 52 122
48 72 110
13 100 115
2 20 133
47 59 114
26 27 108
57 37 196
97 40 110
1 76 112
52 97 103
26 28 127
38 22 158
84 29 108
28 0 177
85 34 183
1 24 121
19 55 187
29 57 199
35 17 138
99 56 101
23 78 146
66 51 188
54 57 161
58 34 187
28 56 140
2 69 123
83 70 140
22 63 142
51 92 199
90 99 144
11 24 178
32 99 116
76 1 157
72 5 138
24 83 150
68 99 145
39 10 154
53 59 137
74 90 173
5 61 199
67 7 157
86 59 130
7 15 159
76 53 103
69 1 122
87 25 108
95 36 129
71 73 125
23 84 106
80 54 140
28 13 146
90 10 143
97 68 130
53 12 191
94 16 134
7 5 147
87 34 136
44 63 108
35 84 124
99 22 199
17 43 137
9 94 193
14 3 112
19 80 144
37 70 190
68 90 160
95 2 133
48 56 198
48 54 159
75 46 106
99 34 200
79 46 146
82 100 101
29 46 148
22 97 117
38 83 175
18 42 161
66 85 190
2 41 147
1 4 149
31 11 121
11 40 112
41 5 188
13 58 138
92 52 139
60 48 125
70 64 126
64 18 166
65 88 179
48 2 148
15 21 186
78 9 108
10 5 129
46 1 102
83 80 160
21 5 161
76 37 134
62 67 126
66 61 196
5 32 116
26 79 113
6 59 174
40 51 138
79 99 122
8 46 120
40 92 170
31 63 109
34 36 172
31 16 152
35 48 131
11 55 189
78 69 157
41 53 121
88 13 179
56 35 192
93 14 107
86 45 170
100 67 157
97 79 118
27 25 128
